00881, Абланица, Ablanitsa, 4645, https://www.google.com/maps/place/4645+Ablanitsa/
00059, Аврамово, Avramovo, 2795, https://www.google.com/maps/place/2795+Avramovo/
00062, Аврамово, Avramovo, 6797, https://www.google.com/maps/place/6797+Avramovo/
00084, Аврен, Avren, 9135, https://www.google.com/maps/place/9135+Avren/
00895, Айдемир, Aydemir, 7538, https://www.google.com/maps/place/7538+Aydemir/
00151, Айтос, Aytos, 8500, https://www.google.com/maps/place/8500+Aytos/
00165, Аканджиево, Akandzhievo, 4483, https://www.google.com/maps/place/4483+Akandzhievo/
00179, Акациево, Akatsievo, 3727, https://www.google.com/maps/place/3727+Akatsievo/
[ERROR]: 00000
00031, Абрит, Abrit, 9407, https://www.google.com/maps/place/9407+Abrit/
00093, Аврен, Avren, 6930, https://www.google.com/maps/place/6930+Avren/
00103, Агатово, Agatovo, 5431, https://www.google.com/maps/place/5431+Agatovo/
00148, Айрово, Ayrovo, 6639, https://www.google.com/maps/place/6639+Ayrovo/
00117, Азманите, Azmanite, 5350, https://www.google.com/maps/place/5350+Azmanite/
00028, Абланица, Ablanitsa, 5574, https://www.google.com/maps/place/5574+Ablanitsa/
[ERROR]: 00182
00196, Аламовци, Alamovtsi, 4984, https://www.google.com/maps/place/4984+Alamovtsi/
00223, Алдомировци, Aldomirovtsi, 2222, https://www.google.com/maps/place/2222+Aldomirovtsi/
00240, Алеково, Alekovo, 7555, https://www.google.com/maps/place/7555+Alekovo/
00271, Александрово, Aleksandrovo, 8211, https://www.google.com/maps/place/8211+Aleksandrovo/
00299, Александрово, Aleksandrovo, 8756, https://www.google.com/maps/place/8756+Aleksandrovo/
00206, Албанци, Albantsi, 6850, https://www.google.com/maps/place/6850+Albantsi/
00268, Александрия, Aleksandria, 9404, https://www.google.com/maps/place/9404+Aleksandria/
00215, Алваново, Alvanovo, 7752, https://www.google.com/maps/place/7752+Alvanovo/
00309, Александрово, Aleksandrovo, 5431, https://www.google.com/maps/place/5431+Aleksandrovo/
00326, Александрово, Aleksandrovo, 6351, https://www.google.com/maps/place/6351+Aleksandrovo/
00014, Абланица, Ablanitsa, 2932, https://www.google.com/maps/place/2932+Ablanitsa/
00343, Александрово, Aleksandrovo, 8653, https://www.google.com/maps/place/8653+Aleksandrovo/
00401, Алтимир, Altimir, 3251, https://www.google.com/maps/place/3251+Altimir/
00415, Алфатар, Alfatar, 7570, https://www.google.com/maps/place/7570+Alfatar/
00330, Александрово, Aleksandrovo, 9829, https://www.google.com/maps/place/9829+Aleksandrovo/
00391, Алино, Alino, 2019, https://www.google.com/maps/place/2019+Alino/
00237, Алеково, Alekovo, 5288, https://www.google.com/maps/place/5288+Alekovo/
00285, Александрово, Aleksandrovo, 5289, https://www.google.com/maps/place/5289+Aleksandrovo/
00312, Александрово, Aleksandrovo, 7761, https://www.google.com/maps/place/7761+Aleksandrovo/
00388, Алиговска, Aligovska, 4787, https://www.google.com/maps/place/4787+Aligovska/
00429, Алцек, Altsek, 9496, https://www.google.com/maps/place/9496+Altsek/
00254, Алеко Константиново, Aleko Konstantinovo, 4411, https://www.google.com/maps/place/4411+Aleko Konstantinovo/
00432, Ангеларий, Angelariy, 5837, https://www.google.com/maps/place/5837+Angelariy/
00456, Ангелов, Angelov, 5342, https://www.google.com/maps/place/5342+Angelov/
00480, Анево, Anevo, 4331, https://www.google.com/maps/place/4331+Anevo/
00919, Антимово, Antimovo, 3776, https://www.google.com/maps/place/3776+Antimovo/
00504, Антон, Anton, 2089, https://www.google.com/maps/place/2089+Anton/
83421, Алендарова, Alendarova, 4621, https://www.google.com/maps/place/4621+Alendarova/
00446, Ангел войвода, Angel voyvoda, 6373, https://www.google.com/maps/place/6373+Angel voyvoda/
00494, Антимово, Antimovo, 7628, https://www.google.com/maps/place/7628+Antimovo/
00549, Априлово, Aprilovo, 2128, https://www.google.com/maps/place/2128+Aprilovo/
00360, Александър Стамболийски, Aleksandar Stamboliyski, 9565, https://www.google.com/maps/place/9565+Aleksandar Stamboliyski/
00518, Антоново, Antonovo, 7970, https://www.google.com/maps/place/7970+Antonovo/
00566, Априлово, Aprilovo, 7864, https://www.google.com/maps/place/7864+Aprilovo/
52218, Априлци, Apriltsi, 5641, https://www.google.com/maps/place/5641+Apriltsi/
00521, Аплаци, Aplatsi, 5094, https://www.google.com/maps/place/5094+Aplatsi/
00905, Априлци, Apriltsi, 6888, https://www.google.com/maps/place/6888+Apriltsi/
00571, Априлци, Apriltsi, 4445, https://www.google.com/maps/place/4445+Apriltsi/
00610, Арзан, Arzan, 2386, https://www.google.com/maps/place/2386+Arzan/
00624, Арковна, Arkovna, 9246, https://www.google.com/maps/place/9246+Arkovna/
00672, Арчар, Archar, 3770, https://www.google.com/maps/place/3770+Archar/
00607, Ардино, Ardino, 6750, https://www.google.com/maps/place/6750+Ardino/
00641, Армянковци, Armyankovtsi, 5363, https://www.google.com/maps/place/5363+Armyankovtsi/
00669, Арпаджик, Arpadzhik, 4922, https://www.google.com/maps/place/4922+Arpadzhik/
00638, Армените, Armenite, 5347, https://www.google.com/maps/place/5347+Armenite/
00697, Асен, Asen, 6149, https://www.google.com/maps/place/6149+Asen/
00552, Априлово, Aprilovo, 6281, https://www.google.com/maps/place/6281+Aprilovo/
00597, Арда, Arda, 4790, https://www.google.com/maps/place/4790+Arda/
00744, Асеново, Asenovo, 5957, https://www.google.com/maps/place/5957+Asenovo/
00655, Арнаутито, Arnautito, 6069, https://www.google.com/maps/place/6069+Arnautito/
00713, Асеновец, Asenovets, 8933, https://www.google.com/maps/place/8933+Asenovets/
00761, Асеновци, Asenovtsi, 5913, https://www.google.com/maps/place/5913+Asenovtsi/
00702, Асеновград, Asenovgrad, 4230, https://www.google.com/maps/place/4230+Asenovgrad/
00758, Асеново, Asenovo, 8667, https://www.google.com/maps/place/8667+Asenovo/
00730, Асеново, Asenovo, 5159, https://www.google.com/maps/place/5159+Asenovo/
00789, Аспарухово, Asparuhovo, 9260, https://www.google.com/maps/place/9260+Asparuhovo/
63015, Атия, Atia, 8140, https://www.google.com/maps/place/8140+Atia/
00583, Арбанаси, Arbanasi, 5029, https://www.google.com/maps/place/5029+Arbanasi/
00775, Аспарухово, Asparuhovo, 8485, https://www.google.com/maps/place/8485+Asparuhovo/
00792, Аспарухово, Asparuhovo, 3661, https://www.google.com/maps/place/3661+Asparuhovo/
00802, Аспарухово, Asparuhovo, 5914, https://www.google.com/maps/place/5914+Asparuhovo/
00816, Атолово, Atolovo, 8683, https://www.google.com/maps/place/8683+Atolovo/
00833, Ахелой, Aheloy, 5930, https://www.google.com/maps/place/5930+Aheloy/
00828, Ауста, Austa, 6821, https://www.google.com/maps/place/6821+Austa/
00847, Ахматово, Ahmatovo, 4128, https://www.google.com/maps/place/4128+Ahmatovo/
00878, Ахтопол, Ahtopol, 8280, https://www.google.com/maps/place/8280+Ahtopol/
00864, Ахрянско, Ahryansko, 6761, https://www.google.com/maps/place/6761+Ahryansko/
02021, Баба Тонка, Baba Tonka, 7861, https://www.google.com/maps/place/7861+Baba Tonka/
02035, Бабек, Babek, 4156, https://www.google.com/maps/place/4156+Babek/
02049, Бабино, Babino, 2683, https://www.google.com/maps/place/2683+Babino/
07884, Бабинци, Babintsi, 5726, https://www.google.com/maps/place/5726+Babintsi/
02097, Бабук, Babuk, 7573, https://www.google.com/maps/place/7573+Babuk/
02083, Бабово, Babovo, 7068, https://www.google.com/maps/place/7068+Babovo/
02107, Бабяк, Babyak, 2784, https://www.google.com/maps/place/2784+Babyak/
02076, Баблон, Bablon, 4774, https://www.google.com/maps/place/4774+Bablon/
02066, Бабица, Babitsa, 2365, https://www.google.com/maps/place/2365+Babitsa/
02124, Багра, Bagra, 6749, https://www.google.com/maps/place/6749+Bagra/
02052, Бабинска река, Babinska reka, 2668, https://www.google.com/maps/place/2668+Babinska reka/
02172, Бадино, Badino, 2676, https://www.google.com/maps/place/2676+Badino/
